10-09-03,9504.88,9545.51,9373.08,9420.46,15821000,9420.46
9-09-03,9584.92,9617.02,9459.85,9507.20,14148000,9507.20
8-09-03,9503.41,9638.57,9492.25,9586.29,12993000,9586.29
5-09-03,9589.52,9602.22,9441.93,9503.34,14652000,9503.34
4-09-03,9569.09,9661.80,9492.74,9587.90,14539000,9587.90
3-09-03,9521.86,9632.75,9465.72,9568.46,16756000,9568.46
2-09-03,9416.67,9563.83,9357.44,9523.27,14705000,9523.27
29-08-03,9373.33,9444.25,9320.52,9415.82,9451000,9415.82
28-08-03,9334.35,9415.68,9246.48,9374.21,11652000,9374.21
27-08-03,9339.82,9387.82,9280.03,9333.79,10514000,9333.79
26-08-03,9316.03,9372.45,9203.54,9340.45,11787000,9340.45
25-08-03,9349.44,9381.51,9242.56,9317.64,9717000,9317.64
22-08-03,9436.04,9535.97,9323.26,9348.87,13089000,9348.87
21-08-03,9399.96,9517.37,9345.71,9423.68,14071000,9423.68
20-08-03,9420.13,9454.49,9324.03,9397.51,12108000,9397.51
19-08-03,9412.17,9490.60,9315.25,9428.90,13006000,9428.90
18-08-03,9320.66,9466.79,9309.16,9412.45,11276000,9412.45
15-08-03,9308.52,9360.27,9253.20,9321.69,6363700,9321.69
14-08-03,9272.25,9356.63,9193.33,9310.56,11868000,9310.56
13-08-03,9303.69,9350.19,9213.43,9271.76,12088000,9271.76
12-08-03,9218.12,9329.04,9163.29,9310.06,11323000,9310.06
11-08-03,9189.62,9275.61,9124.00,9217.35,10222000,9217.35
8-08-03,9127.36,9230.37,9097.74,9191.09,10866000,9191.09
7-08-03,9060.48,9171.13,9003.63,9126.45,13893000,9126.45
6-08-03,9032.96,9151.38,8964.13,9061.74,14910000,9061.74
5-08-03,9185.27,9210.21,9024.77,9036.32,13517000,9036.32
4-08-03,9154.18,9231.84,9033.66,9186.04,13187000,9186.04
1-08-03,9232.68,9266.37,9100.12,9153.97,13906000,9153.97
31-07-03,9199.35,9398.02,9183.80,9233.80,16080000,9233.80
30-07-03,9204.39,9272.88,9131.70,9200.05,13919000,9200.05
29-07-03,9268.19,9327.36,9135.62,9204.46,15089000,9204.46
28-07-03,9284.92,9356.77,9182.96,9266.51,13286000,9266.51
25-07-03,9113.85,9296.62,9062.38,9284.57,13975000,9284.57
24-07-03,9196.56,9313.99,9092.98,9112.51,15590000,9112.51
23-07-03,9159.08,9249.91,9064.69,9194.24,13627000,9194.24
22-07-03,9098.65,9221.83,9008.60,9158.45,14397000,9158.45
21-07-03,9187.80,9219.87,9025.12,9096.69,12542000,9096.69
18-07-03,9052.29,9212.31,9034.36,9188.15,13652000,9188.15
17-07-03,9089.34,9160.27,8968.82,9050.82,16614000,9050.82
16-07-03,9133.70,9185.63,9005.23,9094.59,16620000,9094.59
15-07-03,9179.18,9260.42,9054.60,9128.97,15186000,9128.97
14-07-03,9126.45,9316.44,9126.45,9177.15,14489000,9177.15
11-07-03,9036.39,9176.59,9009.01,9119.59,12127000,9119.59
10-07-03,9154.53,9154.53,8978.13,9036.04,14657000,9036.04
9-07-03,9221.90,9270.22,9077.91,9156.21,16180000,9156.21
8-07-03,9213.48,9281.77,9122.24,9223.09,15657000,9223.09
7-07-03,9073.92,9289.90,9073.92,9216.79,14291000,9216.79
3-07-03,9141.16,9164.48,9014.06,9070.21,7759000,9070.21
2-07-03,9043.54,9168.82,9025.12,9142.84,15193000,9142.84
1-07-03,8983.66,9068.05,8843.61,9040.95,14602000,9040.95
30-06-03,8990.74,9100.12,8934.71,8985.44,15872000,8985.44
27-06-03,9079.74,9135.91,8938.26,8989.05,12678000,8989.05
26-06-03,9011.06,9118.82,8953.83,9079.04,13874000,9079.04
25-06-03,9109.57,9195.20,8984.29,9011.53,14592000,9011.53
24-06-03,9071.48,9179.25,9020.08,9109.85,13883000,9109.85
23-06-03,9199.49,9215.32,9003.83,9072.95,13981000,9072.95
20-06-03,9180.93,9306.36,9149.21,9200.75,16980000,9200.75
19-06-03,9293.80,9346.34,9134.50,9179.53,15301000,9179.53
18-06-03,9322.67,9363.15,9185.17,9293.80,14889000,9293.80
17-06-03,9319.66,9406.50,9234.78,9323.02,14797000,9323.02
16-06-03,9117.56,9335.49,9117.56,9318.96,13459000,9318.96
13-06-03,9197.88,9234.23,9042.63,9117.12,12716000,9117.12
12-06-03,9184.29,9270.64,9089.38,9196.55,15531000,9196.55
11-06-03,9048.85,9202.08,9010.13,9183.22,15200000,9183.22
10-06-03,8980.79,9111.11,8946.06,9054.89,12754000,9054.89
9-06-03,9061.18,9109.43,8909.78,8980.00,13070000,8980.00
6-06-03,9045.57,9248.71,9008.87,9062.79,18372000,9062.79
5-06-03,9036.67,9106.70,8905.37,9041.30,16931000,9041.30
4-06-03,8919.94,9076.94,8882.75,9038.98,16187000,9038.98
3-06-03,8898.23,8973.02,8823.51,8922.95,14502000,8922.95
2-06-03,8851.45,9040.46,8833.66,8897.81,16625000,8897.81
30-05-03,8711.46,8897.04,8711.46,8850.26,16888000,8850.26
29-05-03,8787.23,8895.99,8657.96,8711.18,16858000,8711.18
28-05-03,8781.84,8885.34,8721.90,8793.12,15590000,8793.12
27-05-03,8600.54,8812.30,8523.64,8781.35,15320000,8781.35
23-05-03,8594.02,8668.47,8513.98,8601.38,12010000,8601.38
22-05-03,8516.99,8650.33,8495.35,8594.02,14485000,8594.02
21-05-03,8485.62,8577.64,8389.68,8516.43,14578000,8516.43
20-05-03,8494.09,8593.61,8394.51,8491.36,15053000,8491.36
19-05-03,8676.52,8676.52,8455.72,8493.39,13757000,8493.39
16-05-03,8710.36,8766.36,8614.33,8678.97,15055000,8678.97
15-05-03,8649.22,8766.58,8613.84,8713.14,15087000,8713.14
14-05-03,8673.29,8744.94,8575.96,8647.82,14018000,8647.82
13-05-03,8722.88,8757.40,8611.18,8679.25,14181000,8679.25
12-05-03,8603.90,8764.12,8544.24,8726.73,13788000,8726.73
9-05-03,8492.69,8637.58,8482.89,8604.60,13261000,8604.60
8-05-03,8558.67,8591.01,8435.61,8491.22,13796000,8491.22
7-05-03,8585.42,8650.82,8494.87,8560.63,15319000,8560.63
6-05-03,8531.28,8658.18,8486.88,8588.36,16496000,8588.36
5-05-03,8583.17,8643.11,8472.67,8531.57,14463000,8531.57
2-05-03,8453.48,8612.86,8389.40,8582.68,15543000,8582.68
1-05-03,8478.48,8519.09,8328.55,8454.25,13975000,8454.25
30-04-03,8501.38,8557.62,8402.36,8480.09,17885100,8480.09
29-04-03,8472.88,8578.55,8414.61,8502.99,15256000,8502.99
28-04-03,8306.84,8515.80,8290.46,8471.61,12730000,8471.61
25-04-03,8438.98,8453.06,8258.80,8306.35,13358000,8306.35
24-04-03,8512.44,8527.99,8363.28,8440.04,16481000,8440.04
23-04-03,8484.92,8587.72,8398.65,8515.66,16672000,8515.66
22-04-03,8326.38,8509.43,8238.14,8484.99,16312000,8484.99
21-04-03,8336.67,8423.09,8270.56,8328.90,11187000,8328.90
17-04-03,8255.79,8388.28,8172.52,8337.65,14306000,8337.65
16-04-03,8405.72,8459.15,8217.27,8257.61,15876000,8257.61
15-04-03,8347.66,8443.11,8251.38,8402.36,14602000,8402.36
14-04-03,8203.97,8375.19,8175.60,8351.10,11310000,8351.10
11-04-03,8223.22,8360.76,8156.77,8203.41,11416000,8203.41
10-04-03,8198.99,8274.56,8109.85,8221.33,12753000,8221.33
9-04-03,8299.28,8404.25,8174.90,8197.94,12937000,8197.94
8-04-03,8299.12,8382.43,8222.24,8298.92,12354000,8298.92
7-04-03,8284.15,8550.40,8272.24,8300.41,14940000,8300.41
4-04-03,8240.59,8348.29,8176.66,8277.15,12412000,8277.15
3-04-03,8285.76,8378.76,8199.49,8240.38,13515000,8240.38
2-04-03,8070.98,8342.27,8070.98,8285.06,15898000,8285.06
1-04-03,7992.83,8133.03,7947.38,8069.86,14616000,8069.86
31-03-03,8142.83,8142.83,7903.97,7992.13,14955000,7992.13
28-03-03,8198.85,8224.83,8070.77,8145.77,12270000,8145.77
27-03-03,8226.39,8272.03,8085.40,8201.45,12329000,8201.45
26-03-03,8279.88,8323.01,8165.52,8229.88,13197000,8229.88
